           0 ps U U U U U U U U UUU UUUUUUUUUU UUUUUU
  5189000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5189500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5190000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5190500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5191000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5191500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5192000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5192500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5193000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5193500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5194000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5194500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5195000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5195500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5196000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5196500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5197000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5197500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5198000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5198500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5199000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5199500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5200000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5200500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5201000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5201500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5202000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5202500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5203000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5203500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5204000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5204500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5205000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5205500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5206000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5206500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5207000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5207500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5208000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5208500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5209000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5209500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5210000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5210500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5211000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5211500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5212000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5212500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5213000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5213500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5214000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5214500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5215000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5215500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5216000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5216500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5217000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5217500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5218000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5218500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5219000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5219500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5220000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5220500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5221000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5221500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5222000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5222500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5223000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5223500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5224000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5224500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5225000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5225500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5226000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5226500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5227000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5227500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5228000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5228500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5229000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5229500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5230000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5230500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5231000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5231500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5232000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5232500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5233000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5233500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5234000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5234500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5235000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5235500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5236000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5236500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5237000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5237500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5238000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5238500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5239000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5239500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5240000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5240500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5241000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5241500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5242000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5242500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5243000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5243500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5244000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5244500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5245000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5245500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5246000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5246500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5247000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5247500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5248000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5248500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5249000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5249500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5250000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5250500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5251000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5251500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5252000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5252500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5253000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5253500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5254000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5254500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5255000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5255500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5256000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5256500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5257000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5257500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5258000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5258500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5259000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5259500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5260000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5260500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5261000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5261500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5262000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5262500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5263000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5263500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5264000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5264500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5265000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5265500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5266000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5266500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5267000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5267500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5268000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5268500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5269000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5269500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5270000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5270500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5271000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5271500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5272000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5272500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5273000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5273500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5274000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5274500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5275000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5275500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5276000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5276500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5277000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5277500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5278000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5278500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5279000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5279500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5280000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5280500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5281000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5281500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5282000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5282500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5283000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5283500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5284000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5284500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5285000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5285500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5286000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5286500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5287000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5287500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5288000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5288500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5289000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5289500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5290000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5290500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5291000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5291500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5292000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5292500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5293000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5293500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5294000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5294500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5295000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5295500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5296000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5296500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5297000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5297500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5298000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5298500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5299000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5299500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5300000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5300500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5301000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5301500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5302000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5302500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5303000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5303500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5304000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5304500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5305000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5305500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5306000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5306500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5307000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5307500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5308000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5308500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5309000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5309500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5310000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5310500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5311000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5311500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5312000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5312500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5313000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5313500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5314000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5314500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5315000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5315500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5316000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5316500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5317000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5317500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5318000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5318500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5319000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5319500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5320000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5320500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5321000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5321500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5322000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5322500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5323000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5323500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5324000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5324500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5325000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5325500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5326000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5326500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5327000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5327500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5328000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5328500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5329000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5329500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5330000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5330500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5331000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5331500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5332000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5332500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5333000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5333500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5334000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5334500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5335000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5335500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5336000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5336500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5337000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5337500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5338000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5338500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5339000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5339500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5340000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5340500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5341000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5341500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5342000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5342500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5343000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5343500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5344000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5344500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5345000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5345500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5346000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5346500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5347000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5347500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5348000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5348500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5349000000 ps 0 0 1 1 1 1 0 0 101 0001011010 000000
  5349500000 ps 0 0 1 1 1 1 1 0 101 0001011010 000000
  5350000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5350500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5351000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5351500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5352000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5352500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5353000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5353500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5354000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5354500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5355000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5355500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5356000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5356500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5357000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5357500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5358000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5358500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5359000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5359500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5360000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5360500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5361000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5361500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5362000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5362500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5363000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5363500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5364000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5364500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5365000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5365500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5366000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5366500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5367000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5367500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5368000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5368500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5369000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5369500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5370000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5370500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5371000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5371500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5372000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5372500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5373000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5373500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5374000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5374500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5375000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5375500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5376000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5376500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5377000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5377500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5378000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5378500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5379000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5379500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5380000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5380500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5381000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5381500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5382000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5382500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5383000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5383500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5384000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5384500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5385000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5385500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5386000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5386500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5387000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
  5387500000 ps 0 1 1 1 1 1 1 0 101 0001011010 000000
  5388000000 ps 0 1 1 1 1 1 0 0 101 0001011010 000000
