           0 ps U U U U U U U U UUU UUUUUUUUUU UUUUUU
  1984000000 ps 1 1 1 1 1 1 0 0 010 0001011010 000111
  1984500000 ps 1 1 1 1 1 1 1 0 010 0001011010 000111
  1985000000 ps 1 1 1 1 1 1 0 0 010 0001011010 000111
  1985500000 ps 1 1 1 1 1 1 1 0 010 0001011010 000111
  1986000000 ps 1 1 1 1 1 1 0 0 010 0001011010 000111
  1986500000 ps 1 1 1 1 1 1 1 0 010 0001011010 000111
  1987000000 ps 1 1 1 1 1 1 0 0 010 0001011010 000111
  1987500000 ps 1 1 1 1 1 1 1 0 010 0001011010 000111
  1988000000 ps 1 1 1 1 1 1 0 0 010 0001011010 000111
  1988500000 ps 1 1 1 1 1 1 1 0 010 0001011010 000111
  1989000000 ps 1 1 1 1 1 1 0 0 010 0001011010 000111
  1989500000 ps 1 1 1 1 1 1 1 0 010 0001011010 000111
  1990000000 ps 1 1 1 1 1 1 0 0 010 0001011010 000111
  1990500000 ps 1 1 1 1 1 1 1 0 010 0001011010 000111
  1991000000 ps 1 1 1 1 1 1 0 0 010 0001011010 000111
  1991500000 ps 1 1 1 1 1 1 1 0 010 0001011010 000111
  1992000000 ps 1 1 1 1 1 1 0 0 010 0001011010 000111
  1992500000 ps 1 1 1 1 1 1 1 0 010 0001011010 000111
  1993000000 ps 1 1 1 1 1 1 0 0 010 0001011010 000111
  1993500000 ps 1 1 1 1 1 1 1 0 010 0001011010 000111
  1994000000 ps 1 1 1 1 1 1 0 0 010 0001011010 000111
  1994500000 ps 1 1 1 1 1 1 1 0 010 0001011010 000111
  1995000000 ps 1 1 1 1 1 1 0 0 010 0001011010 000111
  1995500000 ps 1 1 1 1 1 1 1 0 010 0001011010 000111
  1996000000 ps 1 1 1 1 1 1 0 0 010 0001011010 000111
  1996500000 ps 1 1 1 1 1 1 1 0 010 0001011010 000111
  1997000000 ps 1 1 1 1 1 1 0 0 010 0001011010 000111
  1997500000 ps 1 1 1 1 1 1 1 0 010 0001011010 000111
  1998000000 ps 1 1 1 1 1 1 0 0 010 0001011010 000111
  1998500000 ps 1 1 1 1 1 1 1 0 010 0001011010 000111
  1999000000 ps 1 1 1 1 1 1 0 0 010 0001011010 000111
  1999500000 ps 1 1 1 1 1 1 1 0 010 0001011010 000111
  2000000000 ps 1 0 1 1 1 1 0 0 010 0001011010 000111
  2000500000 ps 1 0 1 1 1 1 1 0 010 0001011010 000111
  2001000000 ps 1 0 1 1 1 1 0 0 010 0001011010 000111
  2001500000 ps 1 0 1 1 1 1 1 0 010 0001011010 000111
  2002000000 ps 1 0 1 1 1 1 0 0 010 0001011010 000111
  2002500000 ps 1 0 1 1 1 1 1 0 010 0001011010 000111
  2003000000 ps 1 0 1 1 1 1 0 0 010 0001011010 000111
  2003500000 ps 1 0 1 1 1 1 1 0 010 0001011010 000111
  2004000000 ps 1 0 1 1 1 1 0 0 010 0001011010 000111
  2004500000 ps 1 0 1 1 1 1 1 0 010 0001011010 000111
  2005000000 ps 1 0 1 1 1 1 0 0 010 0001011010 000111
  2005500000 ps 1 0 1 1 1 1 1 0 010 0001011010 000111
  2006000000 ps 1 0 1 1 1 1 0 0 010 0001011010 000111
  2006500000 ps 1 0 1 1 1 1 1 0 010 0001011010 000111
  2007000000 ps 1 0 1 1 1 1 0 0 010 0001011010 000111
  2007500000 ps 1 0 1 1 1 1 1 0 010 0001011010 000111
  2008000000 ps 1 0 1 1 1 1 0 0 010 0001011010 000111
  2008500000 ps 1 0 1 1 1 1 1 0 010 0001011010 000111
  2009000000 ps 1 0 1 1 1 1 0 0 010 0001011010 000111
  2009500000 ps 1 0 1 1 1 1 1 0 010 0001011010 000111
  2010000000 ps 1 0 1 1 1 1 0 0 010 0001011010 000111
  2010500000 ps 1 0 1 1 1 1 1 0 010 0001011010 000111
  2011000000 ps 1 0 1 1 1 1 0 0 010 0001011010 000111
  2011500000 ps 1 0 1 1 1 1 1 0 010 0001011010 000111
  2012000000 ps 1 0 1 1 1 1 0 0 010 0001011010 000111
  2012500000 ps 1 0 1 1 1 1 1 0 010 0001011010 000111
  2013000000 ps 1 0 1 1 1 1 0 0 010 0001011010 000111
  2013500000 ps 1 0 1 1 1 1 1 0 010 0001011010 000111
  2014000000 ps 1 0 1 1 1 1 0 0 010 0001011010 000111
  2014500000 ps 1 0 1 1 1 1 1 0 010 0001011010 000111
  2015000000 ps 1 0 1 1 1 1 0 0 010 0001011010 000111
  2015500000 ps 1 0 1 1 1 1 1 0 010 0001011010 000111
  2016000000 ps 1 0 1 1 1 1 0 0 010 0001011010 000111
  2016500000 ps 1 0 1 1 1 1 1 0 010 0001011010 000111
  2017000000 ps 1 0 1 1 1 1 0 0 010 0001011010 000111
  2017500000 ps 1 0 1 1 1 1 1 0 010 0001011010 000111
  2018000000 ps 1 0 1 1 1 1 0 0 010 0001011010 000111
  2018500000 ps 1 0 1 1 1 1 1 0 010 0001011010 000111
  2019000000 ps 1 0 1 1 1 1 0 0 010 0001011010 000111
  2019500000 ps 1 0 1 1 1 1 1 0 010 0001011010 000111
  2020000000 ps 1 0 1 1 1 1 0 0 010 0001011010 000111
  2020500000 ps 1 0 1 1 1 1 1 0 010 0001011010 000111
  2021000000 ps 1 0 1 1 1 1 0 0 010 0001011010 000111
  2021500000 ps 1 0 1 1 1 1 1 0 010 0001011010 000111
  2022000000 ps 1 0 1 1 1 1 0 0 010 0001011010 000111
  2022500000 ps 1 0 1 1 1 1 1 0 010 0001011010 000111
  2023000000 ps 1 0 1 1 1 1 0 0 010 0001011010 000111
  2023500000 ps 1 0 1 1 1 1 1 0 010 0001011010 000111
  2024000000 ps 1 0 1 1 1 1 0 0 010 0001011010 000111
  2024500000 ps 1 0 1 1 1 1 1 0 010 0001011010 000111
  2025000000 ps 1 0 1 1 1 1 0 0 010 0001011010 000111
  2025500000 ps 1 0 1 1 1 1 1 0 010 0001011010 000111
  2026000000 ps 1 0 1 1 1 1 0 0 010 0001011010 000111
  2026500000 ps 1 0 1 1 1 1 1 0 010 0001011010 000111
  2027000000 ps 1 0 1 1 1 1 0 0 010 0001011010 000111
  2027500000 ps 1 0 1 1 1 1 1 0 010 0001011010 000111
  2028000000 ps 1 0 1 1 1 1 0 0 010 0001011010 000111
  2028500000 ps 1 0 1 1 1 1 1 0 010 0001011010 000111
  2029000000 ps 1 0 1 1 1 1 0 0 010 0001011010 000111
  2029500000 ps 1 0 1 1 1 1 1 0 010 0001011010 000111
  2030000000 ps 0 0 1 1 1 1 0 0 010 0001011010 000111
  2030500000 ps 0 0 1 1 1 1 1 0 010 0001011010 000111
  2031000000 ps 0 0 1 1 1 1 0 0 010 0001011010 000111
  2031500000 ps 0 0 1 1 1 1 1 0 010 0001011010 000111
  2032000000 ps 0 0 1 1 1 1 0 0 010 0001011010 000111
  2032500000 ps 0 0 1 1 1 1 1 0 010 0001011010 000111
  2033000000 ps 0 0 1 1 1 1 0 0 010 0001011010 000111
  2033500000 ps 0 0 1 1 1 1 1 0 010 0001011010 000111
  2034000000 ps 0 0 1 1 1 1 0 0 010 0001011010 000111
  2034500000 ps 0 0 1 1 1 1 1 0 010 0001011010 000111
  2035000000 ps 0 0 1 1 1 1 0 0 010 0001011010 000111
  2035500000 ps 0 0 1 1 1 1 1 0 010 0001011010 000111
  2036000000 ps 0 0 1 1 1 1 0 0 010 0001011010 000111
  2036500000 ps 0 0 1 1 1 1 1 0 010 0001011010 000111
  2037000000 ps 0 0 1 1 1 1 0 0 010 0001011010 000111
  2037500000 ps 0 0 1 1 1 1 1 0 010 0001011010 000111
  2038000000 ps 0 0 1 1 1 1 0 0 010 0001011010 000111
  2038500000 ps 0 0 1 1 1 1 1 0 010 0001011010 000111
  2039000000 ps 0 0 1 1 1 1 0 0 010 0001011010 000111
  2039500000 ps 0 0 1 1 1 1 1 0 010 0001011010 000111
  2040000000 ps 0 0 1 1 1 1 0 0 010 0001011010 000111
  2040500000 ps 0 0 1 1 1 1 1 0 010 0001011010 000111
  2041000000 ps 0 0 1 1 1 1 0 0 010 0001011010 000111
  2041500000 ps 0 0 1 1 1 1 1 0 010 0001011010 000111
  2042000000 ps 0 0 1 1 1 1 0 0 010 0001011010 000111
  2042500000 ps 0 0 1 1 1 1 1 0 010 0001011010 000111
  2043000000 ps 0 0 1 1 1 1 0 0 010 0001011010 000111
  2043500000 ps 0 0 1 1 1 1 1 0 010 0001011010 000111
  2044000000 ps 0 0 1 1 1 1 0 0 010 0001011010 000111
  2044500000 ps 0 0 1 1 1 1 1 0 010 0001011010 000111
  2045000000 ps 0 0 1 1 1 1 0 0 010 0001011010 000111
  2045500000 ps 0 0 1 1 1 1 1 0 010 0001011010 000111
  2046000000 ps 0 0 1 1 1 1 0 0 010 0001011010 000111
  2046500000 ps 0 0 1 1 1 1 1 0 010 0001011010 000111
  2047000000 ps 0 0 1 1 1 1 0 0 010 0001011010 000111
  2047500000 ps 0 0 1 1 1 1 1 0 010 0001011010 000111
  2048000000 ps 0 0 1 1 1 1 0 0 010 0001011010 000111
  2048500000 ps 0 0 1 1 1 1 1 0 010 0001011010 000111
  2049000000 ps 0 0 1 1 1 1 0 0 010 0001011010 000111
  2049500000 ps 0 0 1 1 1 1 1 0 010 0001011010 000111
  2050000000 ps 0 1 1 1 1 1 0 0 010 0001011010 000111
  2050006521 ps 0 1 1 1 1 1 0 0 000 0001011010 000111
  2050006854 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2050500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2051000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2051500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2052000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2052500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2053000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2053500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2054000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2054500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2055000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2055500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2056000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2056500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2057000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2057500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2058000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2058500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2059000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2059500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2060000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2060500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2061000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2061500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2062000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2062500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2063000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2063500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2064000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2064500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2065000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2065500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2066000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2066500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2067000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2067500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2068000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2068500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2069000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2069500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2070000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2070500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2071000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2071500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2072000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2072500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2073000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2073500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2074000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2074500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2075000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2075500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2076000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2076500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2077000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2077500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2078000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2078500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2079000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2079500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2080000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2080500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2081000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2081500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2082000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2082500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2083000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2083500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2084000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2084500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2085000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2085500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2086000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2086500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2087000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2087500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2088000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2088500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2089000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2089500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2090000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2090500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2091000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2091500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2092000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2092500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2093000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2093500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2094000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2094500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2095000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2095500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2096000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2096500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2097000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2097500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2098000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2098500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2099000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2099500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2100000000 ps 0 0 1 1 1 1 0 0 001 0001011010 000111
  2100500000 ps 0 0 1 1 1 1 1 0 001 0001011010 000111
  2101000000 ps 0 0 1 1 1 1 0 0 001 0001011010 000111
  2101500000 ps 0 0 1 1 1 1 1 0 001 0001011010 000111
  2102000000 ps 0 0 1 1 1 1 0 0 001 0001011010 000111
  2102500000 ps 0 0 1 1 1 1 1 0 001 0001011010 000111
  2103000000 ps 0 0 1 1 1 1 0 0 001 0001011010 000111
  2103500000 ps 0 0 1 1 1 1 1 0 001 0001011010 000111
  2104000000 ps 0 0 1 1 1 1 0 0 001 0001011010 000111
  2104500000 ps 0 0 1 1 1 1 1 0 001 0001011010 000111
  2105000000 ps 0 0 1 1 1 1 0 0 001 0001011010 000111
  2105500000 ps 0 0 1 1 1 1 1 0 001 0001011010 000111
  2106000000 ps 0 0 1 1 1 1 0 0 001 0001011010 000111
  2106500000 ps 0 0 1 1 1 1 1 0 001 0001011010 000111
  2107000000 ps 0 0 1 1 1 1 0 0 001 0001011010 000111
  2107500000 ps 0 0 1 1 1 1 1 0 001 0001011010 000111
  2108000000 ps 0 0 1 1 1 1 0 0 001 0001011010 000111
  2108500000 ps 0 0 1 1 1 1 1 0 001 0001011010 000111
  2109000000 ps 0 0 1 1 1 1 0 0 001 0001011010 000111
  2109500000 ps 0 0 1 1 1 1 1 0 001 0001011010 000111
  2110000000 ps 0 0 1 1 1 1 0 0 001 0001011010 000111
  2110500000 ps 0 0 1 1 1 1 1 0 001 0001011010 000111
  2111000000 ps 0 0 1 1 1 1 0 0 001 0001011010 000111
  2111500000 ps 0 0 1 1 1 1 1 0 001 0001011010 000111
  2112000000 ps 0 0 1 1 1 1 0 0 001 0001011010 000111
  2112500000 ps 0 0 1 1 1 1 1 0 001 0001011010 000111
  2113000000 ps 0 0 1 1 1 1 0 0 001 0001011010 000111
  2113500000 ps 0 0 1 1 1 1 1 0 001 0001011010 000111
  2114000000 ps 0 0 1 1 1 1 0 0 001 0001011010 000111
  2114500000 ps 0 0 1 1 1 1 1 0 001 0001011010 000111
  2115000000 ps 0 0 1 1 1 1 0 0 001 0001011010 000111
  2115500000 ps 0 0 1 1 1 1 1 0 001 0001011010 000111
  2116000000 ps 0 0 1 1 1 1 0 0 001 0001011010 000111
  2116500000 ps 0 0 1 1 1 1 1 0 001 0001011010 000111
  2117000000 ps 0 0 1 1 1 1 0 0 001 0001011010 000111
  2117500000 ps 0 0 1 1 1 1 1 0 001 0001011010 000111
  2118000000 ps 0 0 1 1 1 1 0 0 001 0001011010 000111
  2118500000 ps 0 0 1 1 1 1 1 0 001 0001011010 000111
  2119000000 ps 0 0 1 1 1 1 0 0 001 0001011010 000111
  2119500000 ps 0 0 1 1 1 1 1 0 001 0001011010 000111
  2120000000 ps 0 0 1 0 1 1 0 0 001 0001011010 000111
  2120500000 ps 0 0 1 0 1 1 1 0 001 0001011010 000111
  2121000000 ps 0 0 1 0 1 1 0 0 001 0001011010 000111
  2121500000 ps 0 0 1 0 1 1 1 0 001 0001011010 000111
  2122000000 ps 0 0 1 0 1 1 0 0 001 0001011010 000111
  2122500000 ps 0 0 1 0 1 1 1 0 001 0001011010 000111
  2123000000 ps 0 0 1 0 1 1 0 0 001 0001011010 000111
  2123500000 ps 0 0 1 0 1 1 1 0 001 0001011010 000111
  2124000000 ps 0 0 1 0 1 1 0 0 001 0001011010 000111
  2124500000 ps 0 0 1 0 1 1 1 0 001 0001011010 000111
  2125000000 ps 0 0 1 0 1 1 0 0 001 0001011010 000111
  2125500000 ps 0 0 1 0 1 1 1 0 001 0001011010 000111
  2126000000 ps 0 0 1 0 1 1 0 0 001 0001011010 000111
  2126500000 ps 0 0 1 0 1 1 1 0 001 0001011010 000111
  2127000000 ps 0 0 1 0 1 1 0 0 001 0001011010 000111
  2127500000 ps 0 0 1 0 1 1 1 0 001 0001011010 000111
  2128000000 ps 0 0 1 0 1 1 0 0 001 0001011010 000111
  2128500000 ps 0 0 1 0 1 1 1 0 001 0001011010 000111
  2129000000 ps 0 0 1 0 1 1 0 0 001 0001011010 000111
  2129500000 ps 0 0 1 0 1 1 1 0 001 0001011010 000111
  2130000000 ps 0 0 1 0 1 1 0 0 001 0001011010 000111
  2130500000 ps 0 0 1 0 1 1 1 0 001 0001011010 000111
  2131000000 ps 0 0 1 0 1 1 0 0 001 0001011010 000111
  2131500000 ps 0 0 1 0 1 1 1 0 001 0001011010 000111
  2132000000 ps 0 0 1 0 1 1 0 0 001 0001011010 000111
  2132500000 ps 0 0 1 0 1 1 1 0 001 0001011010 000111
  2133000000 ps 0 0 1 0 1 1 0 0 001 0001011010 000111
  2133500000 ps 0 0 1 0 1 1 1 0 001 0001011010 000111
  2134000000 ps 0 0 1 0 1 1 0 0 001 0001011010 000111
  2134500000 ps 0 0 1 0 1 1 1 0 001 0001011010 000111
  2135000000 ps 0 0 1 0 1 1 0 0 001 0001011010 000111
  2135500000 ps 0 0 1 0 1 1 1 0 001 0001011010 000111
  2136000000 ps 0 0 1 0 1 1 0 0 001 0001011010 000111
  2136500000 ps 0 0 1 0 1 1 1 0 001 0001011010 000111
  2137000000 ps 0 0 1 0 1 1 0 0 001 0001011010 000111
  2137500000 ps 0 0 1 0 1 1 1 0 001 0001011010 000111
  2138000000 ps 0 0 1 0 1 1 0 0 001 0001011010 000111
  2138500000 ps 0 0 1 0 1 1 1 0 001 0001011010 000111
  2139000000 ps 0 0 1 0 1 1 0 0 001 0001011010 000111
  2139500000 ps 0 0 1 0 1 1 1 0 001 0001011010 000111
  2140000000 ps 0 0 1 0 1 1 0 0 001 0001011010 000111
  2140500000 ps 0 0 1 0 1 1 1 0 001 0001011010 000111
  2141000000 ps 0 0 1 0 1 1 0 0 001 0001011010 000111
  2141500000 ps 0 0 1 0 1 1 1 0 001 0001011010 000111
  2142000000 ps 0 0 1 0 1 1 0 0 001 0001011010 000111
  2142500000 ps 0 0 1 0 1 1 1 0 001 0001011010 000111
  2143000000 ps 0 0 1 0 1 1 0 0 001 0001011010 000111
  2143500000 ps 0 0 1 0 1 1 1 0 001 0001011010 000111
  2144000000 ps 0 0 1 0 1 1 0 0 001 0001011010 000111
  2144500000 ps 0 0 1 0 1 1 1 0 001 0001011010 000111
  2145000000 ps 0 0 1 0 1 1 0 0 001 0001011010 000111
  2145500000 ps 0 0 1 0 1 1 1 0 001 0001011010 000111
  2146000000 ps 0 0 1 0 1 1 0 0 001 0001011010 000111
  2146500000 ps 0 0 1 0 1 1 1 0 001 0001011010 000111
  2147000000 ps 0 0 1 0 1 1 0 0 001 0001011010 000111
  2147500000 ps 0 0 1 0 1 1 1 0 001 0001011010 000111
  2148000000 ps 0 0 1 0 1 1 0 0 001 0001011010 000111
  2148500000 ps 0 0 1 0 1 1 1 0 001 0001011010 000111
  2149000000 ps 0 0 1 0 1 1 0 0 001 0001011010 000111
  2149500000 ps 0 0 1 0 1 1 1 0 001 0001011010 000111
  2150000000 ps 0 1 1 0 1 1 0 0 001 0001011010 000111
  2150500000 ps 0 1 1 0 1 1 1 0 001 0001011010 000111
  2151000000 ps 0 1 1 0 1 1 0 0 001 0001011010 000111
  2151500000 ps 0 1 1 0 1 1 1 0 001 0001011010 000111
  2152000000 ps 0 1 1 0 1 1 0 0 001 0001011010 000111
  2152500000 ps 0 1 1 0 1 1 1 0 001 0001011010 000111
  2153000000 ps 0 1 1 0 1 1 0 0 001 0001011010 000111
  2153500000 ps 0 1 1 0 1 1 1 0 001 0001011010 000111
  2154000000 ps 0 1 1 0 1 1 0 0 001 0001011010 000111
  2154500000 ps 0 1 1 0 1 1 1 0 001 0001011010 000111
  2155000000 ps 0 1 1 0 1 1 0 0 001 0001011010 000111
  2155500000 ps 0 1 1 0 1 1 1 0 001 0001011010 000111
  2156000000 ps 0 1 1 0 1 1 0 0 001 0001011010 000111
  2156500000 ps 0 1 1 0 1 1 1 0 001 0001011010 000111
  2157000000 ps 0 1 1 0 1 1 0 0 001 0001011010 000111
  2157500000 ps 0 1 1 0 1 1 1 0 001 0001011010 000111
  2158000000 ps 0 1 1 0 1 1 0 0 001 0001011010 000111
  2158500000 ps 0 1 1 0 1 1 1 0 001 0001011010 000111
  2159000000 ps 0 1 1 0 1 1 0 0 001 0001011010 000111
  2159500000 ps 0 1 1 0 1 1 1 0 001 0001011010 000111
  2160000000 ps 0 1 1 0 1 1 0 0 001 0001011010 000111
  2160500000 ps 0 1 1 0 1 1 1 0 001 0001011010 000111
  2161000000 ps 0 1 1 0 1 1 0 0 001 0001011010 000111
  2161500000 ps 0 1 1 0 1 1 1 0 001 0001011010 000111
  2162000000 ps 0 1 1 0 1 1 0 0 001 0001011010 000111
  2162500000 ps 0 1 1 0 1 1 1 0 001 0001011010 000111
  2163000000 ps 0 1 1 0 1 1 0 0 001 0001011010 000111
  2163500000 ps 0 1 1 0 1 1 1 0 001 0001011010 000111
  2164000000 ps 0 1 1 0 1 1 0 0 001 0001011010 000111
  2164500000 ps 0 1 1 0 1 1 1 0 001 0001011010 000111
  2165000000 ps 0 1 1 0 1 1 0 0 001 0001011010 000111
  2165500000 ps 0 1 1 0 1 1 1 0 001 0001011010 000111
  2166000000 ps 0 1 1 0 1 1 0 0 001 0001011010 000111
  2166500000 ps 0 1 1 0 1 1 1 0 001 0001011010 000111
  2167000000 ps 0 1 1 0 1 1 0 0 001 0001011010 000111
  2167500000 ps 0 1 1 0 1 1 1 0 001 0001011010 000111
  2168000000 ps 0 1 1 0 1 1 0 0 001 0001011010 000111
  2168500000 ps 0 1 1 0 1 1 1 0 001 0001011010 000111
  2169000000 ps 0 1 1 0 1 1 0 0 001 0001011010 000111
  2169500000 ps 0 1 1 0 1 1 1 0 001 0001011010 000111
  2169969590 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2170000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2170500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2171000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2171500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2172000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2172500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2173000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2173500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2174000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2174500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2175000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2175500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2176000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2176500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2177000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2177500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2178000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2178500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2179000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2179500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2180000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2180500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
  2181000000 ps 0 1 1 1 1 1 0 0 001 0001011010 000111
  2181500000 ps 0 1 1 1 1 1 1 0 001 0001011010 000111
